交易时间,交易金额,转账附言,渠道,发起方id,发起方年龄,发起方所处地区,接收方ID
2018-01-03 15:49:44,3731000,还钱,普通转账,2319,42,四川,65
2018-01-03 15:56:31,866500,一季度房租,跨境转账,6524,50,柬埔寨,79
2018-01-03 15:57:40,1262400,-,线下付款,3756,44,广东,44
2018-01-03 16:09:20,4451500,收款,跨境转账,6951,33,英国,17
2018-01-03 16:19:39,2363100,工资,跨境转账,1285,34,越南,99
2018-01-03 16:23:01,1940400,-,线上付款,232,48,黑龙江,57
2018-01-03 16:25:08,3197300,还给你,普通转账,1722,40,重庆,78
2018-01-03 16:34:33,314200,奖金,普通转账,4390,43,云南,10
2018-01-03 16:42:51,1938300,-,线下付款,1273,42,云南,97
2018-01-03 16:49:27,1805400,-,线下付款,1760,47,上海,23
2018-01-03 16:59:41,49000,-,线下付款,804,48,安徽,4
2018-01-03 17:00:10,3929900,-,线下付款,5845,49,福建,27
2018-01-03 17:06:01,3751300,转账,普通转账,2639,18,浙江,15
2018-01-03 17:16:38,2038300,李xx给张xx的钱,普通转账,3072,26,安徽,15
2018-01-03 17:19:28,344200,昨天吃饭AA,普通转账,1466,34,内蒙古,68
2018-01-03 17:22:35,4600200,-,线下付款,3310,40,内蒙古,54
2018-01-03 17:26:32,4768400,-,线下付款,3919,28,福建,37
2018-01-03 17:27:51,4858200,-,线下付款,233,46,浙江,65
2018-01-03 17:28:48,283800,-,线下付款,1914,19,上海,6
2018-01-03 17:34:44,145100,-,线下付款,1847,29,四川,1
2018-01-03 17:35:09,2472500,还钱,普通转账,1516,35,新疆,28
2018-01-03 17:39:06,2241000,工资,普通转账,4719,27,黑龙江,97
2018-01-03 17:41:30,45500,水电费,普通转账,1215,44,浙江,54
2018-01-03 17:42:37,942300,王xx专用款,普通转账,1713,42,福建,68
2018-01-03 17:51:39,2170900,-,线下付款,1481,32,福建,26
2018-01-03 18:06:03,4534300,利息,普通转账,815,26,内蒙古,77
2018-01-03 18:08:27,812800,-,线下付款,5519,35,浙江,1
2018-01-03 18:11:33,4377000,-,线下付款,4082,22,内蒙古,21
2018-01-03 18:31:27,3977400,-,线下付款,6564,31,上海,48
2018-01-03 18:45:24,4154700,昨天吃饭AA,普通转账,2459,40,内蒙古,95
2018-01-03 18:51:19,2126500,-,线下付款,6798,28,重庆,30
2018-01-03 19:07:49,3641000,-,线下付款,1132,45,广东,60
2018-01-03 19:15:23,2508400,转账,普通转账,1218,22,广东,36
2018-01-03 19:22:00,948300,-,线下付款,4142,32,云南,90
2018-01-03 19:38:55,3924200,-,线下付款,6898,41,安徽,86
2018-01-03 19:42:12,1802800,-,线下付款,6726,37,贵州,5
2018-01-03 19:45:55,3793900,劳务费,普通转账,441,32,上海,21
2018-01-03 19:45:58,919500,-,线下付款,1772,47,贵州,36
2018-01-03 19:46:54,3568600,-,线下付款,5949,48,贵州,65
2018-01-03 19:48:28,2861300,-,线下付款,4354,45,浙江,39
2018-01-03 19:59:31,3677300,拿去花,普通转账,2705,36,浙江,40
2018-01-03 19:59:35,83400,利息,普通转账,6333,32,安徽,37
2018-01-03 20:02:28,2935200,-,线下付款,3203,34,安徽,59
2018-01-03 20:04:30,1522100,还给你,跨境转账,4385,33,日本,67
2018-01-03 20:15:04,3970900,-,线上付款,1805,50,浙江,27
2018-01-03 20:26:45,2202300,-,线上付款,6698,25,黑龙江,99
2018-01-03 20:36:26,4269800,李xx给张xx的钱,普通转账,4361,47,内蒙古,53
2018-01-03 20:55:14,3712600,上次买的xx,普通转账,1544,33,云南,3
2018-01-03 20:56:25,2497200,-,线下付款,4668,45,重庆,30
2018-01-03 21:01:32,3789000,王xx专用款,普通转账,4004,26,安徽,91
2018-01-03 21:17:04,4636100,利息,普通转账,2838,41,浙江,2
2018-01-03 21:22:17,4033800,-,线上付款,6817,40,广东,4
2018-01-03 21:26:37,940500,-,线下付款,1249,24,内蒙古,67
2018-01-03 21:29:07,3649200,-,线下付款,2231,33,北京,36
2018-01-03 21:36:02,4883800,-,线上付款,5783,42,浙江,54
2018-01-03 21:43:12,4120500,-,线下付款,1767,38,上海,56
2018-01-03 21:45:59,1729300,工资,普通转账,1038,34,广东,78
2018-01-03 22:09:10,257800,李xx给张xx的钱,普通转账,6242,20,内蒙古,96
2018-01-03 22:21:22,4644300,-,线下付款,916,33,福建,59
2018-01-03 22:30:24,4373700,-,线下付款,1902,32,四川,15
2018-01-03 22:34:57,623000,拿去花,普通转账,3466,22,黑龙江,66
2018-01-03 22:36:00,3842300,本月生活费,普通转账,1150,22,贵州,68
2018-01-03 22:36:26,3270200,一季度房租,普通转账,2872,28,北京,97
2018-01-03 22:36:37,1333900,收款,普通转账,5955,22,广东,29
2018-01-03 22:41:30,1963800,-,线上付款,1148,30,四川,6
2018-01-03 22:45:35,4860800,利息,跨境转账,4951,49,英国,1
2018-01-03 22:46:33,3752600,-,线下付款,1664,21,广东,33
2018-01-03 22:50:27,4071300,-,线下付款,6609,35,四川,95
2018-01-03 22:57:49,922400,奖金,普通转账,4977,49,福建,51
2018-01-03 22:59:47,1155500,-,线下付款,1410,21,安徽,15
2018-01-03 23:00:17,2862000,水电费,普通转账,1862,45,福建,51
2018-01-03 23:02:29,4069600,-,线下付款,3813,21,福建,93
2018-01-03 23:06:39,3329300,收款,普通转账,3616,25,广东,14
2018-01-03 23:19:24,4081000,利息,普通转账,2425,21,新疆,84
2018-01-03 23:23:25,4178900,-,线下付款,2569,50,北京,28
2018-01-03 23:24:54,3621500,收款,普通转账,5049,26,浙江,74
2018-01-03 23:26:06,1666500,-,线下付款,5493,44,贵州,72
2018-01-03 23:58:08,2832400,-,线下付款,2968,34,云南,68
2018-01-04 00:12:06,2337000,一季度房租,普通转账,4534,46,福建,94
2018-01-04 00:15:48,1880000,上次买的xx,普通转账,2590,38,广东,58
2018-01-04 00:24:37,4189400,昨天吃饭AA,普通转账,4377,34,北京,76
2018-01-04 00:30:35,689900,-,线上付款,6402,45,上海,77
2018-01-04 00:30:49,592800,-,线下付款,6062,42,福建,37
2018-01-04 00:32:10,1912400,劳务费,普通转账,3509,27,黑龙江,61
2018-01-04 00:33:44,1597200,一季度房租,跨境转账,5147,25,韩国,94
2018-01-04 00:35:06,1725600,李xx给张xx的钱,普通转账,4177,34,北京,77
2018-01-04 00:38:07,1613000,收款,普通转账,2240,34,贵州,38
2018-01-04 00:39:30,4946300,-,线下付款,853,42,重庆,65
2018-01-04 00:39:53,3334300,-,线下付款,540,45,黑龙江,6
2018-01-04 00:44:42,1898800,拿去花,普通转账,6870,34,北京,93
2018-01-04 00:46:38,1514600,拿去花,普通转账,5171,39,贵州,35
2018-01-04 00:56:43,4053500,利息,普通转账,4337,49,四川,22
2018-01-04 01:02:24,4002300,上次买的xx,跨境转账,5727,21,柬埔寨,98
2018-01-04 01:08:41,1526300,一季度房租,普通转账,783,35,云南,39
2018-01-04 01:18:14,2562300,-,线下付款,6327,37,福建,45
2018-01-04 01:18:17,3043300,一季度房租,普通转账,4975,27,四川,57
2018-01-04 01:19:20,3968500,水电费,普通转账,1879,19,广东,91
2018-01-04 01:19:29,3566000,本月生活费,普通转账,4372,29,内蒙古,28
2018-01-04 01:30:05,827800,昨天吃饭AA,普通转账,2769,47,内蒙古,67
2018-01-04 01:35:10,2396100,-,线下付款,3844,20,四川,22
2018-01-04 01:35:46,4001100,-,线下付款,4009,30,广东,13
2018-01-04 01:43:13,4609000,王xx专用款,普通转账,6445,39,浙江,30
2018-01-04 01:46:33,3144300,-,线下付款,4440,22,云南,62
2018-01-04 01:48:24,883900,-,线上付款,4577,33,广东,15
2018-01-04 01:51:39,182300,还给你,跨境转账,4766,44,柬埔寨,13
2018-01-04 02:00:32,2716600,王xx专用款,跨境转账,2117,33,韩国,64
2018-01-04 02:08:44,1534700,还给你,普通转账,1357,34,安徽,97
2018-01-04 02:10:46,4552700,-,线下付款,4244,46,广东,85
2018-01-04 02:12:27,1089200,-,线下付款,4791,20,上海,79
2018-01-04 02:16:05,1164100,劳务费,普通转账,5802,27,上海,67
2018-01-04 02:33:01,2614000,转账,跨境转账,5975,29,英国,9
2018-01-04 02:41:02,2707400,拿去花,跨境转账,1690,33,日本,57
2018-01-04 02:41:20,3881000,利息,普通转账,2884,41,安徽,8
2018-01-04 02:42:03,1257000,工资,普通转账,5843,28,新疆,69
2018-01-04 02:45:46,2256400,-,线下付款,1064,19,广东,18
2018-01-04 02:57:41,4160000,一季度房租,普通转账,2133,50,重庆,98
2018-01-04 03:06:19,4950500,劳务费,普通转账,6239,48,福建,7
2018-01-04 03:08:18,3076800,还给你,普通转账,3957,25,福建,13
2018-01-04 03:13:41,4348600,-,线下付款,1192,47,云南,81
2018-01-04 03:23:08,2818300,工资,普通转账,6478,50,安徽,29
2018-01-04 03:27:57,4465400,上次买的xx,普通转账,4247,33,安徽,58
2018-01-04 03:29:08,4068400,本月生活费,普通转账,5589,39,上海,7
2018-01-04 03:33:06,911200,王xx专用款,普通转账,1905,32,内蒙古,78
2018-01-04 03:42:55,668500,-,线下付款,2901,20,云南,64
2018-01-04 03:44:41,2804800,利息,普通转账,2819,35,内蒙古,53
2018-01-04 03:49:55,1133600,拿去花,普通转账,3271,43,新疆,34
2018-01-04 03:50:21,2372800,还钱,普通转账,6056,46,安徽,84
2018-01-04 03:52:28,1484600,一季度房租,普通转账,276,38,重庆,4
2018-01-04 03:52:46,4104000,-,线下付款,3061,41,上海,94
2018-01-04 03:54:32,4658000,-,线上付款,745,50,浙江,89
2018-01-04 04:02:51,1201400,-,线下付款,4280,38,云南,62
2018-01-04 04:03:07,3030000,还给你,跨境转账,661,33,法国,12
2018-01-04 04:05:15,2632800,-,线上付款,2793,30,北京,67
2018-01-04 04:32:12,3622100,-,线下付款,175,20,安徽,59
2018-01-04 04:36:56,3328100,本月生活费,普通转账,3192,19,贵州,48
2018-01-04 04:37:00,350300,王xx专用款,普通转账,6761,20,北京,66
2018-01-04 04:42:32,3652900,拿去花,跨境转账,3110,44,柬埔寨,2
2018-01-04 04:47:25,4005900,-,线下付款,4077,33,浙江,88
2018-01-04 04:51:05,114700,上次买的xx,普通转账,5106,20,北京,5
2018-01-04 05:06:36,4787900,转账,普通转账,6379,45,福建,53
2018-01-04 05:06:54,2085700,奖金,跨境转账,6851,47,美国,15
2018-01-04 05:13:55,1178900,本月生活费,普通转账,6469,30,内蒙古,43
2018-01-04 05:24:13,4565600,-,线下付款,2754,23,新疆,13
2018-01-04 05:29:56,3109500,水电费,跨境转账,4574,47,越南,55
2018-01-04 05:32:34,1447900,-,线下付款,6728,37,北京,41
2018-01-04 05:45:44,819600,本月生活费,普通转账,4320,35,广东,92
2018-01-04 05:48:01,4579000,王xx专用款,普通转账,5861,44,内蒙古,65
2018-01-04 05:49:57,3078000,-,线下付款,389,30,内蒙古,41
2018-01-04 05:51:51,3393900,-,线下付款,4022,25,重庆,60
2018-01-04 05:52:16,2842100,还给你,普通转账,3604,27,内蒙古,47
2018-01-04 05:55:01,4900000,还钱,普通转账,2166,28,浙江,34
2018-01-04 05:59:26,1654900,还钱,跨境转账,5255,47,日本,74
2018-01-04 06:06:19,2921900,-,线下付款,5243,27,新疆,88
2018-01-04 06:10:58,4137700,李xx给张xx的钱,普通转账,1845,38,四川,85
2018-01-04 06:14:08,3127900,-,线下付款,6720,40,贵州,32
2018-01-04 06:16:28,1200600,还钱,普通转账,1724,27,新疆,89
2018-01-04 06:20:37,3240600,利息,普通转账,2601,29,云南,49
2018-01-04 06:24:06,371800,还钱,普通转账,800,30,四川,26
2018-01-04 06:27:13,4447300,-,线下付款,2891,25,重庆,56
2018-01-04 06:27:34,77400,-,线下付款,4167,24,内蒙古,56
2018-01-04 06:35:45,2689500,-,线下付款,3165,47,贵州,68
2018-01-04 06:44:42,1259000,-,线下付款,187,28,安徽,58
2018-01-04 06:48:26,2573900,-,线上付款,4934,39,重庆,20
2018-01-04 06:58:47,4963800,-,线下付款,6220,21,安徽,93
2018-01-04 06:58:56,1610600,收款,普通转账,805,38,福建,13
2018-01-04 07:01:50,650800,水电费,普通转账,6974,29,重庆,34
2018-01-04 07:07:35,2881500,-,线下付款,552,27,安徽,89
2018-01-04 07:10:02,4978000,-,线上付款,6457,23,云南,22
2018-01-04 07:14:40,2943200,-,线下付款,1344,18,黑龙江,97
2018-01-04 07:19:06,4158600,收款,普通转账,2936,30,四川,37
2018-01-04 07:24:54,1994300,-,线下付款,3778,33,四川,42
2018-01-04 07:29:41,2678200,一季度房租,普通转账,5474,44,广东,69
2018-01-04 07:34:59,1997900,-,线下付款,2857,25,云南,40
2018-01-04 07:39:10,2292700,-,线下付款,4608,41,重庆,43
2018-01-04 07:41:42,1482400,-,线下付款,961,49,内蒙古,82
2018-01-04 07:42:05,1163500,拿去花,普通转账,6945,30,北京,32
2018-01-04 07:54:22,1897000,水电费,普通转账,6235,50,黑龙江,4
2018-01-04 08:01:36,1584300,-,线上付款,5474,46,黑龙江,12
2018-01-04 08:06:33,2307600,-,线下付款,1228,45,安徽,63
2018-01-04 08:19:45,3762800,-,线下付款,3484,44,浙江,80
2018-01-04 08:23:24,2819900,还钱,普通转账,4937,25,重庆,87
2018-01-04 08:33:15,2925900,拿去花,普通转账,665,32,新疆,55
2018-01-04 08:36:13,3514100,-,线下付款,5870,43,云南,60
2018-01-04 08:38:03,492800,-,线下付款,2137,26,黑龙江,87
2018-01-04 08:41:12,2860800,水电费,普通转账,3259,18,云南,19
2018-01-04 08:41:57,390200,奖金,普通转账,3756,46,黑龙江,46
2018-01-04 08:45:30,3449600,水电费,普通转账,6437,30,福建,69
2018-01-04 08:53:19,501100,拿去花,普通转账,2246,48,上海,51
2018-01-04 08:58:26,1635100,王xx专用款,普通转账,3345,21,安徽,71
2018-01-04 09:00:57,431600,本月生活费,普通转账,6857,37,黑龙江,91
2018-01-04 09:00:57,4781700,昨天吃饭AA,普通转账,4755,18,贵州,74
2018-01-04 09:16:35,3977900,-,线下付款,5488,49,新疆,14
2018-01-04 09:29:24,536900,-,线下付款,5857,23,黑龙江,65
2018-01-04 09:43:08,657500,-,线上付款,5425,19,福建,76
2018-01-04 09:46:44,4971100,上次买的xx,普通转账,3315,25,四川,46
2018-01-04 09:51:03,2336700,-,线下付款,3092,48,上海,89
2018-01-04 09:54:12,1309000,-,线上付款,849,50,广东,78
2018-01-04 09:57:54,1870800,-,线下付款,3910,44,新疆,90
2018-01-04 09:58:34,2511900,上次买的xx,普通转账,2569,49,云南,74
2018-01-04 10:01:21,4620600,-,线下付款,6925,39,内蒙古,16
2018-01-04 10:06:03,4126200,-,线下付款,762,49,安徽,13
2018-01-04 10:06:32,1420800,-,线下付款,5130,18,上海,58
2018-01-04 10:07:21,1379800,-,线下付款,576,38,黑龙江,90
2018-01-04 10:07:31,4972700,-,线下付款,349,24,黑龙江,99
2018-01-04 10:13:43,4781700,拿去花,普通转账,3030,49,浙江,94
2018-01-04 10:17:45,592900,-,线下付款,3281,24,重庆,9
2018-01-04 10:22:14,1728200,本月生活费,普通转账,5401,42,广东,7
2018-01-04 10:24:16,4240000,本月生活费,普通转账,1938,41,浙江,29
2018-01-04 10:26:43,230200,-,线下付款,1625,35,贵州,79
2018-01-04 10:27:53,4854200,本月生活费,普通转账,3326,39,云南,87
2018-01-04 10:34:31,629700,昨天吃饭AA,跨境转账,6251,22,日本,23
2018-01-04 10:49:26,1021400,工资,普通转账,6054,48,重庆,55
2018-01-04 10:57:07,4894000,王xx专用款,普通转账,4763,26,黑龙江,68
2018-01-04 10:59:12,4702100,工资,普通转账,6691,50,浙江,52
2018-01-04 11:01:44,2213300,-,线下付款,1304,46,上海,1
2018-01-04 11:08:37,4495800,-,线下付款,3854,39,北京,9
2018-01-04 11:10:42,2552700,-,线下付款,529,24,四川,99
2018-01-04 11:19:42,3234700,转账,普通转账,4411,31,内蒙古,47
2018-01-04 11:19:45,1601300,-,线下付款,1640,47,上海,62
2018-01-04 11:25:57,3986000,-,线下付款,67,47,上海,98
2018-01-04 11:27:49,829400,劳务费,普通转账,2082,39,福建,84
2018-01-04 11:33:07,2956200,-,线下付款,188,46,福建,83
2018-01-04 11:35:48,4857800,还给你,普通转账,874,46,重庆,93
2018-01-04 11:41:43,1872300,工资,普通转账,5706,44,云南,13
2018-01-04 11:49:20,309600,-,线下付款,1335,48,贵州,98
2018-01-04 12:00:56,4295700,-,线下付款,2607,31,云南,49
2018-01-04 12:03:13,2884000,-,线下付款,4802,36,贵州,91
2018-01-04 12:05:51,3447000,-,线下付款,5917,23,云南,15
2018-01-04 12:09:26,2206400,-,线上付款,5044,33,新疆,73
2018-01-04 12:11:36,3024500,-,线下付款,2047,45,黑龙江,56
2018-01-04 12:14:43,754100,-,线下付款,5294,28,黑龙江,78
2018-01-04 12:17:38,892200,劳务费,普通转账,4153,48,内蒙古,40
2018-01-04 12:18:12,1624600,工资,普通转账,358,39,浙江,54
2018-01-04 12:18:32,3400400,李xx给张xx的钱,普通转账,519,49,新疆,32
2018-01-04 12:18:48,1881100,利息,普通转账,3907,29,重庆,99
2018-01-04 12:28:00,371800,拿去花,普通转账,394,37,福建,1
2018-01-04 12:31:27,3842200,-,线下付款,6780,37,安徽,83
2018-01-04 12:36:57,2555200,本月生活费,普通转账,1154,39,云南,10
2018-01-04 12:41:50,32000,-,线下付款,3452,18,重庆,18
2018-01-04 12:48:51,464500,还给你,跨境转账,6024,26,韩国,14
2018-01-04 12:56:26,3555500,-,线下付款,4404,21,四川,46
2018-01-04 13:15:22,2052200,李xx给张xx的钱,普通转账,6152,25,黑龙江,56
2018-01-04 13:21:10,2094600,王xx专用款,普通转账,1961,25,福建,18
2018-01-04 13:21:54,2536200,-,线下付款,4011,40,黑龙江,3
2018-01-04 13:26:13,1623900,-,线下付款,5958,35,贵州,49
2018-01-04 13:35:48,2022300,劳务费,普通转账,1981,40,云南,87
2018-01-04 13:38:54,1162200,昨天吃饭AA,普通转账,5208,18,上海,38
2018-01-04 13:43:11,2746800,-,线下付款,6733,27,四川,61
2018-01-04 13:43:58,2371700,奖金,普通转账,590,38,浙江,46
2018-01-04 13:48:03,3062000,-,线下付款,288,42,上海,83
2018-01-04 14:00:55,4838200,-,线上付款,3888,41,广东,34
2018-01-04 14:04:15,2025500,-,线下付款,3256,43,内蒙古,57
2018-01-04 14:15:10,1602900,还给你,普通转账,3610,42,云南,100
2018-01-04 14:16:02,2011000,水电费,普通转账,4019,34,云南,75
2018-01-04 14:17:42,1332500,本月生活费,普通转账,4181,36,贵州,5
2018-01-04 14:18:46,3488600,转账,普通转账,2936,44,四川,50
2018-01-04 14:18:54,522100,奖金,普通转账,6009,40,广东,47
2018-01-04 14:20:44,4688800,转账,普通转账,2272,37,四川,46
2018-01-04 14:21:24,2869200,收款,普通转账,2865,24,内蒙古,71
2018-01-04 14:22:12,3784700,收款,普通转账,4709,39,贵州,94
2018-01-04 14:27:18,1583700,-,线下付款,5675,22,浙江,38
2018-01-04 14:27:19,4888200,-,线下付款,6051,23,内蒙古,19
2018-01-04 14:28:53,420000,工资,普通转账,1669,26,安徽,14
2018-01-04 14:30:01,3931700,收款,普通转账,4212,21,浙江,77
2018-01-04 14:32:21,234400,奖金,普通转账,6992,50,重庆,96
2018-01-04 14:34:11,3522500,-,线下付款,4730,22,内蒙古,11
2018-01-04 14:35:01,1456700,-,线下付款,6650,32,安徽,56
2018-01-04 14:35:57,3533600,工资,普通转账,1365,29,内蒙古,39
2018-01-04 14:38:59,4948100,-,线上付款,3244,26,新疆,12
2018-01-04 14:42:38,1776700,还钱,普通转账,229,34,内蒙古,18
2018-01-04 14:45:24,206300,收款,普通转账,4120,26,上海,54
2018-01-04 14:55:35,4901900,水电费,普通转账,1791,18,四川,92
2018-01-04 14:55:49,697500,劳务费,普通转账,3341,42,广东,46
2018-01-04 15:08:36,643600,拿去花,普通转账,4773,25,四川,64
2018-01-04 15:13:06,158200,还给你,普通转账,6437,38,浙江,71
2018-01-04 15:13:45,4736400,-,线下付款,3620,42,上海,9
2018-01-04 15:31:35,3232200,-,线下付款,483,45,上海,24
2018-01-04 15:32:46,1197500,-,线下付款,6230,19,内蒙古,80
2018-01-04 15:32:55,411200,还钱,普通转账,5893,47,广东,85
2018-01-04 15:41:32,4504400,-,线下付款,6053,27,新疆,40
2018-01-04 15:46:54,3338800,奖金,普通转账,3635,32,上海,35
2018-01-04 15:48:53,1475800,-,线下付款,637,48,云南,5
2018-01-04 15:50:57,1361200,还给你,普通转账,6559,19,四川,90
2018-01-04 15:55:50,3167000,还钱,普通转账,461,29,贵州,63
2018-01-04 16:09:37,4655900,工资,普通转账,2510,40,浙江,4
2018-01-04 16:13:30,357400,转账,普通转账,1056,21,广东,72
2018-01-04 16:16:21,4447400,李xx给张xx的钱,普通转账,6518,30,贵州,13
2018-01-04 16:17:57,214800,-,线下付款,2887,43,安徽,94
2018-01-04 16:20:03,2320400,还给你,跨境转账,4720,48,美国,55
2018-01-04 16:41:00,2630400,-,线下付款,1767,30,北京,52
2018-01-04 16:44:50,1407800,-,线下付款,6547,42,福建,1
2018-01-04 16:53:45,2273900,-,线上付款,5508,45,北京,44
2018-01-04 16:54:46,542500,-,线下付款,2075,29,云南,39
2018-01-04 16:56:55,3611100,-,线下付款,2653,19,新疆,48
2018-01-04 17:03:15,3057700,水电费,普通转账,4301,29,广东,47
2018-01-04 17:04:50,2447400,-,线下付款,5375,22,福建,40
2018-01-04 17:10:00,3570500,-,线下付款,4570,28,内蒙古,14
2018-01-04 17:10:32,664200,-,线下付款,976,30,贵州,5
2018-01-04 17:14:12,3835900,利息,普通转账,441,34,北京,27
2018-01-04 17:20:07,3547600,收款,普通转账,3559,33,内蒙古,41
2018-01-04 17:23:54,373200,-,线上付款,3140,46,贵州,13
2018-01-04 17:31:14,1513000,一季度房租,普通转账,4477,44,贵州,22
2018-01-04 17:33:29,3571300,-,线上付款,2838,32,福建,15
2018-01-04 17:36:14,2463600,收款,跨境转账,2702,47,日本,54
2018-01-04 17:38:24,1066900,奖金,普通转账,6965,27,重庆,3
2018-01-04 17:41:34,3580500,收款,跨境转账,367,25,韩国,68
2018-01-04 17:54:10,4281400,一季度房租,跨境转账,483,46,韩国,81
2018-01-04 18:06:57,3158400,劳务费,普通转账,412,21,上海,53
2018-01-04 18:10:36,3123900,利息,跨境转账,5902,37,韩国,70
2018-01-04 18:15:23,1859300,-,线下付款,1088,27,福建,2
2018-01-04 18:24:11,4656000,-,线下付款,3332,18,新疆,87
2018-01-04 18:26:16,2784700,工资,普通转账,6391,46,贵州,79
2018-01-04 18:35:13,3013700,王xx专用款,普通转账,466,33,内蒙古,4
2018-01-04 18:37:03,4563900,-,线下付款,4407,30,云南,86
2018-01-04 18:39:11,3195800,-,线上付款,4755,21,四川,50
2018-01-04 18:43:40,3725600,昨天吃饭AA,普通转账,56,44,四川,9
2018-01-04 18:49:36,264500,劳务费,普通转账,6483,36,贵州,98
2018-01-04 18:54:00,3102000,上次买的xx,普通转账,4608,46,新疆,100
2018-01-04 18:56:33,2951500,利息,普通转账,4778,20,安徽,54
2018-01-04 18:58:25,4346000,收款,普通转账,2242,26,内蒙古,26
2018-01-04 19:00:33,3012400,利息,普通转账,2843,28,四川,11
2018-01-04 19:01:44,3532300,-,线下付款,1823,20,云南,67
2018-01-04 19:03:03,3375800,-,线上付款,2309,38,重庆,94
2018-01-04 19:07:05,3808300,-,线下付款,2288,49,云南,78
2018-01-04 19:13:07,2850300,-,线下付款,6263,43,安徽,56
2018-01-04 19:13:17,200800,-,线下付款,2361,20,内蒙古,24
2018-01-04 19:28:07,2156800,李xx给张xx的钱,普通转账,5527,43,黑龙江,18
2018-01-04 19:38:12,1364400,-,线下付款,1710,39,浙江,82
2018-01-04 19:38:55,1341700,-,线下付款,3151,41,重庆,84
2018-01-04 20:09:24,3732300,收款,普通转账,1047,50,上海,91
2018-01-04 20:16:58,4728500,劳务费,普通转账,507,23,上海,6
2018-01-04 20:19:23,1920700,昨天吃饭AA,普通转账,1654,35,上海,76
2018-01-04 20:24:54,4067800,还钱,普通转账,2189,37,新疆,16
2018-01-04 20:25:27,2296100,-,线下付款,6951,40,新疆,20
2018-01-04 20:34:22,1471200,李xx给张xx的钱,普通转账,4014,31,黑龙江,43
2018-01-04 20:34:56,47000,劳务费,普通转账,3727,34,贵州,51
2018-01-04 20:46:24,4556300,工资,跨境转账,5069,47,法国,81
2018-01-04 20:47:03,2044300,奖金,普通转账,6176,36,贵州,52
2018-01-04 20:50:21,4047100,-,线下付款,2609,37,广东,38
2018-01-04 20:51:40,3467900,王xx专用款,跨境转账,1146,50,美国,100
2018-01-04 21:01:38,67600,收款,跨境转账,321,20,韩国,6
2018-01-04 21:06:14,39200,-,线上付款,2525,22,贵州,28
2018-01-04 21:09:14,1321200,奖金,普通转账,1459,30,广东,55
2018-01-04 21:10:05,1256600,-,线下付款,1643,33,福建,52
2018-01-04 21:15:09,1798100,-,线下付款,4729,32,内蒙古,73
2018-01-04 21:15:09,2425900,还给你,普通转账,5373,31,新疆,34
2018-01-04 21:17:30,3225200,-,线下付款,943,18,浙江,22
2018-01-04 21:24:43,3889400,-,线上付款,4172,40,北京,49
2018-01-04 21:25:36,4781000,-,线下付款,4134,47,四川,8
2018-01-04 21:25:46,2743400,-,线上付款,6114,41,浙江,10
2018-01-04 21:30:48,3759400,一季度房租,普通转账,5056,42,新疆,10
2018-01-04 21:32:33,2269800,-,线下付款,6599,18,浙江,15
2018-01-04 21:38:19,2876200,李xx给张xx的钱,普通转账,177,44,重庆,77
2018-01-04 21:52:06,2194700,-,线下付款,2181,37,内蒙古,86
2018-01-04 21:56:08,3108100,本月生活费,普通转账,3736,27,浙江,3
2018-01-04 22:03:00,2132300,王xx专用款,普通转账,388,29,上海,26
2018-01-04 22:03:11,2028200,-,线下付款,4515,33,北京,76
2018-01-04 22:06:26,4625900,劳务费,跨境转账,2589,50,韩国,13
2018-01-04 22:06:51,3213000,李xx给张xx的钱,普通转账,1232,44,浙江,42
2018-01-04 22:09:57,863000,王xx专用款,普通转账,2683,38,内蒙古,19
2018-01-04 22:11:03,420500,本月生活费,普通转账,5930,49,广东,18
2018-01-04 22:15:14,1285700,-,线下付款,6386,24,重庆,60
2018-01-04 22:15:34,3316000,-,线下付款,6853,18,贵州,14
2018-01-04 22:19:41,3833900,-,线下付款,1528,50,内蒙古,67
2018-01-04 22:25:11,1683900,转账,普通转账,5211,22,浙江,64
2018-01-04 22:31:52,1760300,上次买的xx,普通转账,671,35,浙江,15
2018-01-04 22:34:12,2184100,还给你,普通转账,4411,43,浙江,13
2018-01-04 22:37:51,1198900,-,线上付款,4984,26,云南,8
2018-01-04 22:38:52,881600,-,线下付款,3700,47,新疆,43
2018-01-04 22:40:35,4373100,本月生活费,普通转账,4266,33,北京,20
2018-01-04 22:57:56,2739900,拿去花,普通转账,2600,27,贵州,42
2018-01-04 23:17:39,931000,-,线上付款,5933,37,四川,65
2018-01-04 23:32:00,833600,-,线下付款,5521,37,重庆,32
2018-01-04 23:39:58,4124500,拿去花,普通转账,4050,28,重庆,59
2018-01-04 23:49:25,2152800,昨天吃饭AA,普通转账,2176,38,重庆,20
2018-01-04 23:56:49,3158900,奖金,普通转账,361,37,福建,61
2018-01-04 23:57:14,1137600,-,线下付款,2857,21,浙江,65
2018-01-04 23:57:35,4714100,-,线下付款,4351,37,黑龙江,93
2018-01-04 23:58:47,469800,工资,普通转账,6569,30,北京,7
2018-01-05 00:02:28,2377300,-,线下付款,2813,31,浙江,7
2018-01-05 00:04:28,2398700,-,线下付款,5472,19,内蒙古,46
2018-01-05 00:23:02,4592600,还给你,普通转账,404,28,广东,17
2018-01-05 00:29:40,575600,-,线下付款,5938,49,浙江,11
